17803	KAKIE	0		3511
17804	GUTMA	1		3511
17805	DAPRI	0		3512
17806	GURKO	1		3512
17807	OMBOL	2		3512
17808	DAPRI	0		3513
17809	BOSMA	1		3513
17810	BIXIT	2		3513
17811	DAPRI	0		3514
17812	DARLU	1		3514
17813	ISPAK	2		3514
17814	APUNI	0		3515
17815	GOPSA	1		3515
17816	BIGAN	0		3516
17817	DARDO	0		3517
17818	PULOS	1		3517
17819	LAXON	0		3518
17820	LOTRA	1		3518
17821	NIKOS	0		3519
17822	DALUN	1		3519
17823	KASMO	0		3521
17824	OMBOL	1		3521
17825	TURPA	0		3522
17826	BIXIT	1		3522
17827	LASOM	0		3523
17828	ISPAK	1		3523
17829	REMAS	0		3526
17830	MIBOR	1		3526
17831	NOBIL	0		3527
17832	GUTMA	1		3527
17833	OKERO	0		3528
17834	OMBOL	1		3528
17835	ESMUN	0		3529
17836	BIXIT	1		3529
17837	URKEN	0		3530
17838	ISPAK	1		3530
17839	TELER	0		3531
17840	GOPSA	1		3531
17841	DAGLA	0		3532
17842	PULOS	1		3532
17843	BIGAN	0		3533
17844	ATROK	0		3534
17845	LOTRA	1		3534
17846	NURTA	0		3535
17847	DALUN	1		3535
17848	SADVU	0		3536
17849	BAVEK	1		3536
17850	AGEXO	0		3554
17851	MALKO	0		3555
17852	DALDI	1		3555
17853	MOPDU	0		3556
17854	EKEDI	1		3556
17855	NOPEL	0		3557
17856	OGITA	1		3557
17857	GOBIL	2		3557
17858	BEDAS	0		3558
17859	BOKET	1		3558
17860	HOBAT	2		3558
17861	KIBIN	0		3559
17862	IBAKA	1		3559
17863	KETUP	0		3560
17864	ELBAT	0		3562
17865	AGEXO	1		3562
17866	UPTUG	0		3563
17867	LEKIS	1		3563
17868	DALDI	2		3563
17869	UGRAP	0		3564
17870	EKEDI	1		3564
17871	GOBIL	0		3565
17872	HOBAT	0		3566
17873	VARLU	0		3567
17874	IBAKA	1		3567
17875	IGEKO	0		3568
17876	KETUP	1		3568
17877	ISPAK	0		3587
17878	GUSIP	1		3587
17879	BIXIT	0		3588
17880	IDISA	1		3588
17881	OMBOL	0		3589
17882	ARUGA	1		3589
17883	GUTMA	0		3590
17884	EMSOX	1		3590
17885	MIBOR	0		3591
17886	MASKO	1		3591
17887	GOPSA	0		3592
17888	PIKER	1		3592
17889	PULOS	0		3594
17890	SUKAN	1		3594
17891	BIGAN	0		3595
